gene_feature,p_value
rna_ANKRD55,0.29753932217803414
rna_CHADL,0.2976159429403189
rna_GANAB,0.2977993434909924
rna_CPD,0.29864917576979755
rna_AGBL3,0.2989791554884366
rna_LY75,0.2999590751052195
rna_PIK3R5,0.30041929001653284
rna_ADAMDEC1,0.30123660278424924
rna_KLK6,0.30188862452122567
rna_SIRPA,0.3032172506188814
rna_HECW1,0.3033978172062812
rna_XBP1,0.30445522141705
rna_THBD,0.30455986510232946
rna_WEE2,0.30482086163728833
rna_FBXO47,0.3051511738328778
rna_KLHL6,0.3072942876463763
rna_WNK4,0.30735496739250445
rna_SLC12A3,0.30740154443967355
rna_PNPLA1,0.3079919910514938
rna_CACNA1C,0.30869881472784777
rna_FGB,0.309690211286165
rna_PSMB11,0.3097638707585776
rna_AGA,0.3104418714729396
rna_DDIT4,0.31078575981931067
rna_FOXF1,0.31100887564750457
rna_NGF,0.3119501968786286
rna_UMOD,0.31224999301994893
rna_GPR32,0.31253565579233245
rna_UGT1A1,0.31411999168819876
rna_CD28,0.314359853802679
rna_MDM2,0.3146471280920967
rna_CD40,0.3148644342187567
rna_COL12A1,0.31493485486844336
rna_ABCD2,0.31640445289379454
rna_ATXN3L,0.31837156214538365
rna_ITGAM,0.31974447607598855
rna_UROD,0.3200386382933095
rna_GNPTAB,0.32017695124813017
rna_SBDS,0.3202155282921985
rna_FBN1,0.32170744347746305
rna_FMO3,0.3220668710410229
rna_ADRA2A,0.3233151921446938
rna_IFT74,0.32341734652732357
rna_NEDD8,0.32341914817884637
rna_CXCR6,0.32446312996269755
rna_BACE1,0.325370714145856
rna_TGFB1I1,0.32642066844607187
rna_STAT6,0.326730583946695
rna_RPL5,0.3268472059149354
rna_GAS8,0.3269400298833939
rna_ANKFY1,0.32800471042529017
rna_PRSS21,0.32822035719365017
rna_HPS1,0.3289338793151925
rna_DYRK1B,0.32893688038678676
rna_SLC2A10,0.3295662829639345
rna_BRCC3,0.3295992761756104
rna_PRTN3,0.32995382617582114
rna_KDM6B,0.33101501648648174
rna_HAPLN4,0.3315185081711159
rna_SENP3,0.3315896957173529
rna_NCF1,0.3319490054002774
rna_TMPRSS2,0.33352012893047556
rna_PLAT,0.3336406504834023
rna_BBS10,0.3340500880533485
rna_IL5,0.3344482153836176
rna_ACVR1,0.3346827591657109
rna_CD69,0.3349464165419793
rna_ERCC2,0.3349510405180557
rna_ATP2C1,0.33526276553352874
rna_PTPRE,0.33562271196012405
rna_SH3PXD2B,0.3371272868601276
rna_IFT140,0.3371365796628976
rna_ACTG2,0.3372946146839216
rna_TSPAN15,0.3380013254163074
rna_GRAPL,0.3381418365715807
rna_SPG21,0.3388756978139504
rna_WNT1,0.3389473487024745
rna_RBP4,0.33958043309195446
rna_F5,0.3401155471728618
rna_CTRB1,0.3402512398569171
rna_NPM1,0.3413134555877473
rna_FGF9,0.3421810697128752
rna_UBC,0.3424557787308846
rna_MLX,0.3426116628944758
rna_CRTAP,0.342695447936072
rna_ANGPTL1,0.34317429055387266
rna_GPLD1,0.3452514216331905
rna_LAMA4,0.3457011865421975
rna_GNAT2,0.3460364488282445
rna_TNP2,0.3466763864891058
rna_OGN,0.3468385047778587
rna_USP4,0.34692786704311274
rna_HR,0.3473830060717317
rna_FRG1,0.3474502175150737
rna_TLR8,0.347972149431955
rna_HTRA2,0.34838281246768743
rna_MPND,0.3489800689046692
rna_FBLN5,0.3493024662033962
rna_CXCL10,0.3499483893134391
rna_ADIPOR1,0.35038644857580536
rna_CSRP3,0.3507094070412277
rna_TRIM26,0.3529144255820381
rna_ASCC3,0.35300235384646367
rna_RNF19A,0.3538376200916081
rna_RAB32,0.3540899303539388
rna_SH2D1A,0.35432551394488393
rna_CLU,0.3558009285842735
rna_PRG3,0.35674467574393887
rna_ERAP1,0.3572873757864455
rna_UBA3,0.35732941869675877
rna_PLP1,0.35743201076708503
rna_TNC,0.35747655052371036
rna_TMPRSS3,0.35761357152218826
rna_UBASH3B,0.35811213526217717
rna_EPHA6,0.35831699846214954
rna_ASPN,0.35907583431362905
rna_NLRP4,0.3593736051828607
rna_PIP,0.3598145426061439
rna_P2RX7,0.3598394822638224
rna_OPLAH,0.35992750455574446
rna_TAF9,0.36088403711645256
rna_KLHL4,0.36138254406310516
rna_IFI27,0.3623445762276807
rna_SPP1,0.36261389891518314
rna_SFTPC,0.36318709153784867
rna_TIMP2,0.36352204774280406
rna_DAG1,0.3636781279327683
rna_TRIM14,0.3642071497477989
rna_LETMD1,0.36430816472581734
rna_PRSS33,0.3647251830832943
rna_HLA-B,0.36525568124105573
rna_FIG4,0.3665945717691486
rna_CD2,0.36662082692415354
rna_KCNK13,0.3675605579216504
rna_SLC7A7,0.36828900052325375
rna_MAFB,0.36835258586260694
rna_KLK1,0.3690701457354296
rna_NR1D1,0.37023479977345064
rna_NRG2,0.3703859446273114
rna_TECTA,0.37048397090431173
rna_FAF1,0.37062625699447155
rna_PDE6H,0.3712491503477805
rna_MYD88,0.37170035300911375
rna_SLC2A4,0.3723436227565998
rna_CLPP,0.372374736021424
rna_C1QTNF2,0.37425224514470373
rna_ESR1,0.3744377093113018
rna_FHIT,0.3745204388462157
rna_ZEB2,0.37505769864195254
rna_PAPSS2,0.37543206689344033
rna_ADAM17,0.37646503713478785
rna_FGF18,0.3769547545886232
rna_ZBTB24,0.37696083916389905
rna_PCSK1N,0.3776962999094536
rna_PSMA2,0.37839958053870437
rna_PLA2G7,0.3786096176885742
rna_TRIM9,0.37916923850180373
rna_ATP2A2,0.37920825090030175
rna_MMP2,0.3796508564969812
rna_STK16,0.3806145581274679
rna_YOD1,0.3806786285724293
rna_KLK9,0.3818721572273578
rna_RC3H1,0.3818773920647006
rna_SRGN,0.3818776313979264
rna_IFT52,0.38202738572675865
rna_FXN,0.38368830330207504
rna_MASP2,0.3853258218041103
rna_TRIM21,0.38563997315939114
rna_LCP2,0.3856444290130117
rna_CSTL1,0.3864422961431637
rna_LIPN,0.38737848950858167
rna_ABCC9,0.38750495470371926
rna_TLK2,0.3878090093745494
rna_CNTF,0.3879851135810833
rna_ERLIN1,0.3891665373155245
rna_FETUB,0.3906228086408394
rna_RNF148,0.39124740575864947
rna_TMEM129,0.3913448721217442
rna_ADAMTS15,0.3913897464059489
rna_SCRN1,0.3917966355660915
rna_KANK2,0.3919982980202103
rna_CELA2A,0.3929897479880516
rna_PAK2,0.395128872695057
rna_SERPINF2,0.39519127107534974
rna_TLR1,0.3952876663511598
rna_AGBL1,0.39547122194844575
rna_MVK,0.3956192525663812
rna_PGM1,0.3967870627038667
rna_C3AR1,0.39722721747405004
rna_PRAMEF5,0.3974988175787867
rna_IL20,0.3985986751692246
rna_SCYL3,0.39860237137354626
rna_SIGIRR,0.3993488714592809
rna_HBA1,0.39945836889936803
rna_PYHIN1,0.3999487391287077
rna_EPO,0.40148278892284783
rna_ELF3,0.4015214911493593
rna_FOXRED2,0.4023455138135735
rna_HSP90AB1,0.4031805380644296
rna_PAX1,0.40327836769269054
rna_RLIM,0.40444368167134126
rna_SCN1B,0.4051090408735807
rna_PCYT1A,0.40525340200546434
rna_GFRAL,0.40906255199063213
rna_OTUD4,0.4095831576641544
rna_CCL20,0.40993689136420886
rna_NUMA1,0.40999749029176147
rna_PRSS48,0.4101424628142591
rna_LAP3,0.4110684470925522
rna_ARVCF,0.41108626074256993
rna_TEC,0.4111170931210592
rna_MTOR,0.4116987982598208
rna_SOCS4,0.4119201469127701
rna_GPR101,0.41261358321569164
rna_CDON,0.4134912733996477
rna_PPBP,0.4136301866828648
rna_CTSS,0.4148965525878512
rna_PAK1,0.41629684939045064
rna_AMFR,0.4166412832130953
rna_NOTCH2,0.41664729897256136
rna_CNR2,0.4181450117992509
rna_RSPH9,0.4182000400815246
rna_FLG2,0.41827893091457635
rna_SRY,0.4186436796977423
rna_PTPRJ,0.41870945009214366
rna_RGS14,0.4204614994130621
rna_SLC30A8,0.4209117447228535
rna_CD70,0.42225570503551085
rna_TRAF3IP2,0.4224614650949031
rna_MMEL1,0.42294992741174864
rna_CD247,0.42305723791584743
rna_FEM1C,0.4238839209236477
rna_TNFSF10,0.42448505740632075
rna_SCNN1A,0.42536664749043235
rna_DTX4,0.42540238293729005
rna_PARP1,0.42621224043407396
rna_LOXL4,0.4262247433946327
rna_MYSM1,0.4265861009236961
rna_TNXB,0.4296913436692103
rna_BGN,0.42988998603284095
rna_ITGA7,0.4299472027879935
rna_TAP2,0.43073185582061296
rna_ABL1,0.4311303086354842
rna_VCP,0.43120684329241143
rna_MAN2B2,0.43195946222893583
rna_FGFR1,0.43257485816053826
rna_PEX10,0.4329468794654662
rna_UBE2D2,0.4331903498316825
rna_UBE2R2,0.43324853228510407
rna_CPB2,0.4346456213316424
rna_FGR,0.4354650331017147
rna_BLNK,0.43599949662285
rna_LAMA3,0.43668523345182325
rna_NFE2L1,0.4374442556090426
rna_HPS6,0.4379759754501342
rna_USP9Y,0.4384535192094799
rna_SEL1L2,0.43999074207571814
rna_USP14,0.44023273419958264
rna_SLC30A10,0.4403026863780595
rna_CAPN1,0.4413062825962222
rna_HECTD3,0.44199771059113696
rna_HTRA1,0.44260605457845953
rna_WDR54,0.44318152784797926
rna_RNF123,0.4439775764230055
rna_VPS33A,0.4439930913984925
rna_PSMD1,0.445275819529723
rna_MNS1,0.4454534712185954
rna_AGTR2,0.4478234717199382
rna_ADAMTS12,0.4489614266616116
rna_MST1L,0.45139517858945705
rna_GGT5,0.451698561637902
rna_PRSS12,0.4530087394391809
rna_PELI1,0.45327651130123303
rna_ODAM,0.45426056174672885
rna_UBE2B,0.45516958067448243
rna_DYRK1A,0.4554407604769286
rna_OTUD6A,0.45597404090193266
rna_FGF20,0.4563446886988276
rna_ECE1,0.4570512119476414
rna_HRG,0.4573521901695207
rna_GFRA3,0.45827557694404136
rna_CAPN6,0.45882149294510227
rna_KLHDC1,0.45914562533366554
rna_PODN,0.4595133989459403
rna_HAPLN1,0.4600237349437312
rna_TBX2,0.4601930572671406
rna_RNF40,0.46056835666480017
rna_RANBP9,0.46063296587201635
rna_HIF1A,0.4631704610674833
rna_KLHL22,0.46341866838584395
rna_EFNA2,0.46522248477353406
rna_RECQL,0.4663228767571058
rna_NR2F2,0.46639957941919974
rna_RNF26,0.47138062701306804
rna_DSG1,0.4716336656910271
rna_GPR183,0.4719945704025996
rna_CD81,0.4726526916883763
rna_GGT3P,0.4727882129882812
rna_MMRN1,0.4730265028818363
rna_KCNJ8,0.47434331645667865
rna_AMELX,0.4752695771866738
rna_PRKDC,0.47567334841782816
rna_SMOC2,0.47576432873567626
rna_EPHA7,0.47590592278572313
rna_ADAMTS20,0.47642447581512765
rna_PANK2,0.47707172188336744
rna_CASP1,0.4771870401729507
rna_FGF6,0.4797535148876528
rna_FPR1,0.48057238834202093
rna_ADAMTS8,0.4812449492569283
rna_PRSS54,0.483123227066405
rna_NRP2,0.48344810004572936
rna_ITGB2,0.48456625517393515
rna_CD4,0.4856556596242667
rna_ANGPTL7,0.4874333182122417
rna_EMID1,0.48774320563104157
rna_PRAMEF17,0.4888686468304359
rna_UBE3B,0.48915009530748005
rna_LCK,0.48939960398665905
rna_NCL,0.48956750280148925
rna_SLC30A2,0.49059659353315477
rna_HTR2A,0.49241513099546913
rna_NHLRC3,0.4924842981015941
rna_LAMC3,0.4939015302672788
rna_BAZ1B,0.49482817641409277
rna_SCPEP1,0.4950696121952349
rna_RNU4ATAC,0.4957163204770565
rna_NEK7,0.49646506647554306
rna_CDC20B,0.4965338897337921
rna_TCF15,0.4969613429827941
rna_NID2,0.4976886752198817
rna_BNC2,0.4979468204083429
rna_OTUB2,0.49815293284344
rna_USPL1,0.49869704847615504
rna_UBXN8,0.49874133689286676
rna_GPR141,0.4994823059927322
rna_VPS37A,0.500431196784243
rna_PRSS1,0.5007771692583183
rna_ADRA2C,0.5027953539719096
rna_SOX9,0.5040508553415654
rna_MYH9,0.5046408208172076
rna_CLDN1,0.5057800142885853
rna_COLEC11,0.5069711866115666
rna_POLR3A,0.5080355907560299
rna_PYDC2,0.5094319920688315
rna_ADAMTS7,0.5098273663772905
rna_ERAP2,0.5108665206226349
rna_MAP3K7,0.5119953510983505
rna_ANTXR2,0.5120205780443353
rna_SYK,0.5127468005764158
rna_TCF25,0.5135869460538982
rna_EDN3,0.5156397756240385
rna_COL27A1,0.5164802559229922
rna_IKZF1,0.5165657282755627
rna_IGF2,0.5175735117246496
rna_PGPEP1L,0.5176288965390546
rna_SENP7,0.5183466685255547
rna_ANO5,0.5185209441864809
rna_ABCA3,0.5185825324545807
rna_ASB11,0.519108516555104
rna_ADAMTS2,0.5214434039518913
rna_MFGE8,0.5239084131544167
rna_PRAMEF20,0.5240089748273357
rna_USP54,0.5245541673734926
rna_CHRNA7,0.5259927595448959
rna_PIGA,0.5267080027741559
rna_FES,0.5284008206781284
rna_SRI,0.5285660490338686
rna_RHBDL3,0.5291195516783722
rna_NRXN1,0.5301927487595884
rna_SHH,0.5302711428648865
rna_CELF1,0.5308164864604992
rna_ITK,0.5326938003559265
rna_PDE11A,0.5327045904667997
rna_USP7,0.5327104391409841
rna_KLK15,0.5330393632786216
rna_EPHB1,0.5333422235697084
rna_CDO1,0.5355635682023069
rna_TINF2,0.5364146331483761
rna_SERPINB7,0.5367463183806501
rna_USP32,0.5373580772598099
rna_PDGFA,0.5378395709065291
rna_PRDM5,0.5385243917799576
rna_KCTD10,0.5394191437795148
rna_MAS1,0.5395512912372089
rna_LTBP2,0.5415667014155756
rna_USP13,0.5425543827629217
rna_TNR,0.5435218052033811
rna_C15orf39,0.5439104170292527
rna_RRAS2,0.546310777500972
rna_MSR1,0.5465843513741857
rna_SLC1A2,0.5470342833157374
rna_CHMP4A,0.5474133196804705
rna_ZMYND10,0.5482131184733643
rna_TTC7A,0.549234987716119
rna_CXCL9,0.5523696947503013
rna_KCTD1,0.5530252802605548
rna_VWA2,0.5533627050485725
rna_NTRK3,0.5536896349239953
rna_SHISA2,0.5547761479169482
rna_SPTB,0.5551757544530318
rna_CCL1,0.5555974048472958
rna_MED12,0.557188698286477
rna_RAD21,0.5578023139654503
rna_SUMO1,0.5578516847534086
rna_CPA6,0.5586248383538015
rna_SMAD1,0.5591480094506481
rna_PRRG2,0.5620250149137939
rna_CCR5,0.5640366550316778
rna_DPT,0.5656355968591308
rna_KDM4D,0.5658607172384823
rna_UBE4A,0.5659542254178797
rna_CCL23,0.5661704373539018
rna_LCN10,0.5671487555375518
rna_SELL,0.5674903332606483
rna_FCGR3B,0.5693486664819492
rna_SCARA3,0.5695451355400872
rna_ADAM9,0.5701979168270588
rna_UCHL3,0.5703022762117118
rna_MGLL,0.5703236267615095
rna_KLK3,0.570939416578935
rna_FSHR,0.571491502343825
rna_HDAC4,0.5715778689807207
rna_PRMT2,0.5737888977070358
rna_GZMK,0.5741148314876582
rna_TRIM25,0.5773796150362879
rna_MMP20,0.5776316158730015
rna_CCDC65,0.5781560667205957
rna_CLN3,0.5782079207239829
rna_SOX18,0.5801733998274997
rna_CELA3B,0.5814215489349943
rna_CASP10,0.5822960314110228
rna_SULF1,0.5829397284297536
rna_KY,0.5842836232578059
rna_STX11,0.5844066200544031
rna_FLRT2,0.5850831033526941
rna_NEK9,0.5858921442131693
rna_FAM83B,0.5864523898672075
rna_GSDMA,0.58724893257249
rna_OLR1,0.5877555048195349
rna_CSF2RB,0.5900451255577888
rna_TRIM39,0.5908427763150916
rna_AMELY,0.5916615619882977
rna_RNF8,0.5923722994122308
rna_GAB4,0.5931291277809357
rna_KPRP,0.5970762916120158
rna_CARD18,0.5974105312024536
rna_ADAMTS1,0.5975828667591773
rna_NCOA5,0.5982450242754288
rna_CCR7,0.5985341566551311
rna_FAM114A1,0.599283822666126
rna_FBXL7,0.6008136652349085
rna_PPP1R11,0.6019504737930903
rna_TRADD,0.6023494332301007
rna_INF2,0.6029245521514822
rna_PSKH1,0.6029939120815
rna_IL22RA1,0.6033254604331794
rna_HLCS,0.6043171545816464
rna_CD200R1,0.6043722397412937
rna_USP42,0.6048407503333785
rna_UACA,0.6048899185407994
rna_CD8B,0.6067790036689161
rna_RAB7A,0.6075920187508926
rna_KLRG1,0.6086209881765307
rna_HINT1,0.6094173165741961
rna_MAPKAPK3,0.6104328498399796
rna_GBP3,0.6107450024049581
rna_RNF130,0.61138572700542
rna_BDKRB2,0.6138086487379276
rna_FBXL22,0.6146904052625329
rna_CSF2RA,0.6147330971156835
rna_EPHB3,0.6150118927243478
rna_STAT3,0.615986587196147
rna_HLA-DQA1,0.6164845303011085
rna_LBR,0.617360061795478
rna_CYP26B1,0.6182730090660195
rna_PTPRC,0.6182854657383614
rna_UQCRC1,0.6186023550999069
rna_PRAMEF18,0.6189942865207357
rna_IGFBP7,0.6190508222537522
rna_WDR19,0.6207887944511747
rna_IL7,0.6213370529497755
rna_USP29,0.6214543959223209
rna_TASP1,0.6219832600819951
rna_NLRP12,0.6221873858962113
rna_PHEX,0.623014798441576
rna_EDNRA,0.6233509539521276
rna_RIPK1,0.6239299879856679
rna_GJC2,0.6245785584853077
rna_IGF1,0.6245975406976308
rna_GHRH,0.6261077032478253
rna_HHEX,0.6263105638056331
rna_CYGB,0.6278172423192299
rna_MST1R,0.6281525320829177
rna_DNAH5,0.6292210471078669
rna_EIF3H,0.6308842080913598
rna_EPB42,0.6331950708339653
rna_CCRL2,0.6341754825466781
rna_AZU1,0.6347645245767154
rna_XPNPEP3,0.6358132468854015
rna_SMARCC1,0.6377077672160772
rna_DNPEP,0.6381708095493273
rna_LDHA,0.6389304493843141
rna_VPS4A,0.6394493219334971
rna_CCL14,0.6396047860874177
rna_MAP3K14,0.640199945686757
rna_GDF15,0.6403018147813789
rna_AASS,0.6408646798457308
rna_USP28,0.641043985171819
rna_CCL3L3,0.6413021896112774
rna_PKP1,0.6417218671283615
rna_PRDM14,0.6425803088398374
rna_FAM3C,0.6428097781367451
rna_VAMP8,0.6435614760629809
rna_MMP28,0.6442295138364058
rna_SPEF2,0.6452309890915663
rna_VAV2,0.646370960424176
rna_GPM6B,0.6486209950847825
rna_TMPRSS4,0.6487575288642888
rna_IL12B,0.6495777079063225
rna_LACTB,0.6499575727930367
rna_NLRP13,0.6502600849454976
rna_WASF1,0.6505808717018535
rna_FGF14,0.6509260974131468
rna_TRIM38,0.6510525322737971
rna_F9,0.65108108234026
rna_C1QTNF9B,0.651650940739564
rna_FBXO25,0.6535504216894608
rna_UBR4,0.6536227986754182
rna_ABCF1,0.6547785019440688
rna_PHGDH,0.6549471471514636
rna_CLNK,0.6556852706504831
rna_DTNA,0.6563136093973795
rna_CCR2,0.6565472624902352
rna_FBXO4,0.6583027721919814
rna_LCN1,0.6584667681169641
rna_ERLEC1,0.658953586587221
rna_SLC2A8,0.6596598112308187
rna_STAMBPL1,0.6603663885070161
rna_NCR3,0.6607139488433827
rna_IMPG1,0.6618473600320836
rna_POLH,0.6619738704193749
rna_ADAMTS19,0.6620343499461288
rna_DNAH11,0.6625672430053685
rna_CAPN2,0.6627685239059641
rna_LRIG2,0.6627881978047812
rna_FCN1,0.6629293303798987
rna_NFATC1,0.6630880833577614
rna_KCTD2,0.6638540704296128
rna_HMGB1,0.6642346197505359
rna_ADAM30,0.6644270971075779
rna_PLCE1,0.6664879811055283
rna_NDN,0.6676784341070235
rna_ARID2,0.6696389499143341
rna_USP34,0.6710857649692413
rna_CRLF1,0.671595067319037
rna_NAGLU,0.6717043954139453
rna_CDC27,0.6733688377494197
rna_EPHA1,0.6737280908362681
rna_MAPK13,0.6739533987368495
rna_NTF3,0.6748821246584847
rna_KLHL14,0.6751869075313128
rna_KCNJ2,0.6757572188645337
rna_SUOX,0.6777044769222683
rna_CD40LG,0.6779586129621151
rna_RNFT1,0.6784673756375732
rna_SVEP1,0.6785297988516261
rna_HIP1R,0.6787602791748713
rna_RGMA,0.6791570166085008
rna_LYN,0.6811198810863976
rna_RNF167,0.6814172504020436
rna_AIMP1,0.6814428807659549
rna_TNFAIP3,0.6819411601288854
rna_RFXAP,0.682957356014535
rna_SEC11A,0.6832228372348517
rna_GATA1,0.6853092228785757
rna_CFI,0.6856600771307215
rna_FUZ,0.6862564173410505
rna_BLVRA,0.6862782535420777
rna_EMP2,0.6887115383492078
rna_PHF14,0.6890840606498567
rna_RICTOR,0.6893552812189976
rna_L3MBTL3,0.6903788833636547
rna_RNF144A,0.691453169138714
rna_STUB1,0.6922139812985039
rna_BAIAP2,0.6929414630466602
rna_SMARCB1,0.6930919350782081
rna_GFI1B,0.6931193662820835
rna_COMMD1,0.693724895815141
rna_TMEM131,0.6940730784620464
rna_IL16,0.6942197940506174
rna_CLCNKB,0.6955857856763785
rna_DPF2,0.6956789364903813
rna_TPP2,0.6987059527197302
rna_MYT1L,0.6991439822160989
rna_MAP2K3,0.6993900313091281
rna_TBX21,0.6996092481282383
rna_IL13RA2,0.6997292179122432
rna_PM20D1,0.6999328675745383
rna_NDP,0.6999919149641597
rna_SPOCK3,0.7003403890772556
rna_SIAH2,0.7012852657177719
rna_ADAM21,0.7014042126519743
rna_ERBB4,0.7022483984431961
rna_IDO1,0.7040618523510085
rna_TXK,0.7046206251611234
rna_MIA3,0.7050634821901894
rna_PDGFRB,0.7055789922710033
rna_ID1,0.7076216039146229
rna_CD68,0.7091481944904034
rna_CHIA,0.7093518550919206
rna_ST14,0.7095762351713889
rna_LAMA2,0.7096228745746259
rna_CCL17,0.7098629636132598
rna_DNAH9,0.7103689897966529
rna_GRB14,0.7109744220314587
rna_SCN9A,0.711003566214956
rna_UBE2D4,0.7124110185483215
rna_USP16,0.7125623383099492
rna_CIITA,0.7138327849451583
rna_ZBTB7B,0.7152520857611037
rna_NLRC3,0.7162229977878724
rna_CLASP1,0.7163021654333821
rna_ACER3,0.7170903604839338
rna_SPINK9,0.7179332756171118
rna_WDR1,0.7187061589104117
rna_C2orf69,0.7194681180626686
rna_UQCRH,0.7196349701063146
rna_KLHL30,0.7205850696054422
rna_FGFR4,0.7212337933043275
rna_CUEDC2,0.7219879301485108
rna_TSG101,0.7226804476602366
rna_RARA,0.7231125958896715
rna_FAS,0.7231141134856199
rna_TPR,0.7238957926849164
rna_ICOSLG,0.7252316135001711
rna_CDSN,0.7255628713298284
rna_SMARCAL1,0.7277524697816676
rna_CLN6,0.7279589955062442
rna_CYSLTR2,0.7309313195490631
rna_FBXW4,0.7316208673579487
rna_DRG1,0.7320520446484573
rna_ADAMTS17,0.7321765768606617
rna_KBTBD13,0.7333355991817141
rna_OTUD3,0.733542442741305
rna_NMUR1,0.7341499175937057
rna_FGF2,0.7343372671633674
rna_TNFSF18,0.734701625605521
rna_RTN4,0.7349847453648056
rna_HLA-C,0.735431562423253
rna_CARD10,0.735488382714939
rna_KBTBD2,0.7354887236490446
rna_CUL2,0.7362503464236414
rna_SIRT2,0.7364348947750893
rna_ANAPC2,0.736445133312646
rna_CD163,0.7371947567537819
rna_HDAC6,0.7377404228957969
rna_IRAK2,0.7385442815151515
rna_ARMC8,0.7387816313789674
rna_TLR10,0.7388528765639806
rna_JUN,0.7394863600045861
rna_PGLYRP1,0.7395520831040823
rna_OVCH1,0.7418719848164655
rna_NEURL3,0.7420907109026963
rna_STAMBP,0.7421630512828191
rna_IER3IP1,0.7421785896783443
rna_DOK5,0.7421839006936549
rna_SPTA1,0.7427288679499511
rna_CCR6,0.7433668609562709
rna_NPHS1,0.7444422252298419
rna_OS9,0.7446880782798136
rna_LXN,0.7458410959186079
rna_HABP2,0.7462828335731012
rna_P4HA2,0.7468473222610411
rna_CER1,0.7478250360184661
rna_UBR5,0.7486726086074942
rna_SLC39A14,0.7504870151304799
rna_SKP2,0.7504968787075879
rna_BAP1,0.7520115093715295
rna_GTF2IRD2,0.7521651024761171
rna_PXDNL,0.7548089853960005
rna_AATK,0.7559432136177313
rna_DOLK,0.7559528618116031
rna_WIPF1,0.757039627005403
rna_CTSC,0.7571336811354675
rna_EFNB1,0.758099750856629
rna_KNG1,0.7584702815109294
rna_FOXC1,0.7590598589589403
rna_PDHA1,0.7594293570075704
rna_CTSB,0.7595841323850908
rna_SHC4,0.760032275338205
rna_MGP,0.7608669378731872
rna_HDAC2,0.762064895121959
rna_ADAMTS18,0.7628814511393537
rna_FLVCR1,0.7632931179786225
rna_PTPN12,0.7636598927117546
rna_ADAM23,0.7647065779354166
rna_UBE2G1,0.7647665015638397
rna_PRAMEF22,0.7648867956582678
rna_FH,0.7649626285205738
rna_EDEM3,0.7666786931498082
rna_LSM11,0.7677501104402401
rna_FBXO22,0.7680039429683839
rna_UBD,0.7686272221894324
rna_UBE2K,0.7698304423573703
rna_RNF139,0.7704102470732328
rna_PSME1,0.770744069203255
rna_COL17A1,0.771599234620167
rna_PAK3,0.7720618471566871
rna_USP17L2,0.7731681624474233
rna_AGBL5,0.774305564944663
rna_CBLB,0.7746853893775517
rna_SMCHD1,0.7758024541022034
rna_BTK,0.7770203414529774
rna_NLRP3,0.7770467659570756
rna_ZDHHC5,0.77731235075894
rna_IFNA2,0.7773945006815898
rna_NFS1,0.7782415094321617
rna_ZBTB7A,0.7786703083685084
rna_ADAM28,0.7797292378394014
rna_ADORA3,0.7806993966598597
rna_DOCK2,0.7807763450190452
rna_PRAMEF6,0.7818198345919041
rna_PNMA1,0.7841886078391259
rna_FGF4,0.7844690431059471
rna_LTBP1,0.7865713201994128
rna_SLC25A12,0.787965664795297
rna_INHBA,0.78888791740192
rna_UBXN4,0.7896453050560779
rna_MET,0.7907742006339405
rna_PDE4B,0.7922171465173976
rna_CFTR,0.7926200190630558
rna_XPNPEP2,0.7944801347227076
rna_NLRC4,0.7949883834269419
rna_CBFA2T3,0.7953002629435478
rna_CPO,0.7955649707027662
rna_HBEGF,0.7957025666541029
rna_FBXO16,0.7973894134297357
rna_PSMD10,0.7978723594684229
rna_SERPINA1,0.7982093216251849
rna_CLK4,0.798954889634204
rna_AP1S3,0.8016897433822885
rna_MEP1B,0.8019461545485983
rna_MVP,0.8025716784526646
rna_RALA,0.8030691869538003
rna_TNRC6B,0.8039472641764254
rna_CXCL17,0.8039663693198965
rna_ADAR,0.804516790342298
rna_PAPPA2,0.8055727557434671
rna_KRT74,0.8059541859468408
rna_TSPAN2,0.8079044305988021
rna_PTPRO,0.8109059176119736
rna_PSPH,0.8129990399962133
rna_FBXO33,0.8136106851983671
rna_LY86,0.814193137514635
rna_GKAP1,0.8143665221475398
rna_SCN11A,0.8186697094805416
rna_DLG1,0.819945161128553
rna_SPRY3,0.8204401038226393
rna_HLA-DRB1,0.8212788496858697
rna_CYP11B1,0.821403601095672
rna_P4HA1,0.8237465764735961
rna_FLNA,0.8238368918749605
rna_FUT4,0.8242904254431334
rna_DNAJC30,0.8262051009271424
rna_SMPDL3B,0.8267743357111115
rna_AMBRA1,0.8275684278172134
rna_LAMB4,0.82925504671152
rna_TRAT1,0.82997715381427
rna_PRAMEF9,0.8311543820892975
rna_PIK3AP1,0.8328837626485469
rna_CLCA1,0.8341384230163061
rna_SEMG1,0.8351254622667407
rna_TSPAN9,0.8355289870641279
rna_IGFBP3,0.8360100729019861
rna_MAVS,0.8372731394182057
rna_PAX6,0.837500824040298
rna_CASS4,0.8380651588613601
rna_PRSS16,0.8383630137662436
rna_FOSL2,0.838396541741711
rna_DCD,0.8389551806418145
rna_LAMC2,0.8406006339239281
rna_CTSD,0.8415027740543426
rna_HHIP,0.8416576918329626
rna_ADORA2A,0.8419791887111098
rna_FBN3,0.842819569149705
rna_NPHS2,0.844187458979961
rna_ETFB,0.8441955083235636
rna_DPEP2,0.844463820650555
rna_RTTN,0.8453155100186904
rna_CD48,0.8467074972855667
rna_KLKB1,0.8472268358099416
rna_AHDC1,0.847584573478115
rna_GAS6,0.8478445348908752
rna_IRS1,0.8479516991618136
